primary_purpose,outbound,tour_hour,trip_num,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24
eatout,FALSE,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0.25,0,0,0,0,0
eatout,FALSE,2,3,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216
eatout,FALSE,2,4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,3,2,0,0,0.08,0.28,0.16,0.08,0,0,0.08,0,0,0.08,0,0.08,0.12,0,0.04,0,0,0,0,0,0,0
eatout,FALSE,3,3,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0
eatout,FALSE,3,4,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0
eatout,FALSE,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,4,2,0,0,0,0.25,0.18181818181818182,0.045454545454545456,0,0.06818181818181818,0.045454545454545456,0.022727272727272728,0,0.06818181818181818,0.11363636363636363,0.09090909090909091,0.06818181818181818,0,0.045454545454545456,0,0,0,0,0,0,0
eatout,FALSE,4,3,0,0,0,0,0.07142857142857142,0.07142857142857142,0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0,0,0,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0
eatout,FALSE,4,4,0,0,0,0,0,0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.045454545454545456,0,0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.13636363636363635,0,0,0.045454545454545456,0,0,0,0
eatout,FALSE,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,5,2,0,0,0,0,0.27835051546391754,0.18556701030927836,0.030927835051546393,0.05154639175257732,0.08247422680412371,0.09278350515463918,0.010309278350515464,0.030927835051546393,0.061855670103092786,0.07216494845360824,0.030927835051546393,0.07216494845360824,0,0,0,0,0,0,0,0
eatout,FALSE,5,3,0,0,0,0,0.10256410256410256,0.15384615384615385,0.07692307692307693,0.05128205128205128,0.1282051282051282,0.02564102564102564,0.07692307692307693,0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.1282051282051282,0.05128205128205128,0,0,0,0,0,0
eatout,FALSE,5,4,0,0,0,0,0,0.05555555555555555,0.05555555555555555,0.037037037037037035,0.09259259259259259,0.05555555555555555,0,0.037037037037037035,0.05555555555555555,0.018518518518518517,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.09259259259259259,0,0.05555555555555555,0,0,0
eatout,FALSE,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,6,2,0,0,0,0,0,0.3875,0.075,0.1,0.125,0.1,0.025,0.0125,0.0375,0.025,0.0375,0.0625,0,0.0125,0,0,0,0,0,0
eatout,FALSE,6,3,0,0,0,0,0,0.21052631578947367,0.13157894736842105,0.07894736842105263,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.10526315789473684,0,0.05263157894736842,0.13157894736842105,0.07894736842105263,0,0,0,0,0,0,0,0
eatout,FALSE,6,4,0,0,0,0,0,0.02702702702702703,0.05405405405405406,0,0.1891891891891892,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.13513513513513514,0.24324324324324326,0.02702702702702703,0.05405405405405406,0.02702702702702703,0,0.02702702702702703,0,0,0
eatout,FALSE,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,7,2,0,0,0,0,0,0,0.16923076923076924,0.18461538461538463,0.2923076923076923,0.16923076923076924,0.015384615384615385,0.015384615384615385,0,0.046153846153846156,0.046153846153846156,0,0.03076923076923077,0.015384615384615385,0.015384615384615385,0,0,0,0,0
eatout,FALSE,7,3,0,0,0,0,0,0,0,0.22580645161290322,0.3225806451612903,0.16129032258064516,0.0967741935483871,0.06451612903225806,0,0.03225806451612903,0,0.06451612903225806,0.03225806451612903,0,0,0,0,0,0,0
eatout,FALSE,7,4,0,0,0,0,0,0,0,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.043478260869565216,0,0,0,0,0,0
eatout,FALSE,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,8,2,0,0,0,0,0,0,0,0.14,0.38,0.2,0.14,0.06,0,0.02,0.04,0,0,0.02,0,0,0,0,0,0
eatout,FALSE,8,3,0,0,0,0,0,0,0,0.2222222222222222,0.5185185185185185,0.1111111111111111,0.037037037037037035,0.037037037037037035,0,0,0.037037037037037035,0.037037037037037035,0,0,0,0,0,0,0,0
eatout,FALSE,8,4,0,0,0,0,0,0,0,0,0.13636363636363635,0.3181818181818182,0,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0
eatout,FALSE,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,9,2,0,0,0,0,0,0,0,0,0.3582089552238806,0.417910447761194,0.07462686567164178,0.05970149253731343,0,0.029850746268656716,0,0,0.014925373134328358,0.04477611940298507,0,0,0,0,0,0
eatout,FALSE,9,3,0,0,0,0,0,0,0,0,0.09090909090909091,0.22727272727272727,0.2727272727272727,0.045454545454545456,0.045454545454545456,0,0.13636363636363635,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0
eatout,FALSE,9,4,0,0,0,0,0,0,0,0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07142857142857142,0,0.07142857142857142,0,0,0,0,0,0
eatout,FALSE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,10,2,0,0,0,0,0,0,0,0,0,0.43333333333333335,0.26666666666666666,0.1,0.1,0,0.06666666666666667,0,0.03333333333333333,0,0,0,0,0,0,0
eatout,FALSE,10,3,0,0,0,0,0,0,0,0,0,0,0.42857142857142855,0.2857142857142857,0,0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0
eatout,FALSE,10,4,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.2,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0,0,0,0,0,0
eatout,FALSE,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,11,2,0,0,0,0,0,0,0,0,0,0,0.24242424242424243,0.45454545454545453,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.06060606060606061,0.030303030303030304,0,0,0,0.030303030303030304,0,0,0
eatout,FALSE,11,3,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.23076923076923078,0,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0,0
eatout,FALSE,11,4,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.1875,0.3125,0.1875,0.0625,0.0625,0,0,0,0,0,0,0
eatout,FALSE,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,12,2,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,0.43478260869565216,0.13043478260869565,0,0,0,0,0,0,0.043478260869565216,0,0,0
eatout,FALSE,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0,0,0,0.1111111111111111,0,0,0
eatout,FALSE,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.42857142857142855,0,0.2857142857142857,0,0,0,0,0,0,0,0
eatout,FALSE,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.37209302325581395,0.27906976744186046,0.2558139534883721,0.046511627906976744,0,0.046511627906976744,0,0,0,0,0,0
eatout,FALSE,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.3125,0.25,0.1875,0.125,0,0,0,0,0,0,0
eatout,FALSE,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.2222222222222222,0,0,0,0,0,0,0
eatout,FALSE,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eatout,FALSE,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.48148148148148145,0.16666666666666666,0,0,0,0,0,0,0.018518518518518517,0
eatout,FALSE,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36363636363636365,0.45454545454545453,0.18181818181818182,0,0,0,0,0,0,0
eatout,FALSE,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0,0.2,0,0,0,0
eatout,FALSE,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eatout,FALSE,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527027027027027,0.28378378378378377,0.14864864864864866,0.02702702702702703,0.013513513513513514,0,0,0,0,0
eatout,FALSE,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23529411764705882,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.11764705882352941,0,0.058823529411764705,0,0,0
eatout,FALSE,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eatout,FALSE,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eatout,FALSE,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49122807017543857,0.42105263157894735,0.05263157894736842,0,0.03508771929824561,0,0,0,0
eatout,FALSE,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.26666666666666666,0.3333333333333333,0.06666666666666667,0,0,0.13333333333333333,0,0
eatout,FALSE,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
eatout,FALSE,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eatout,FALSE,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7619047619047619,0.14285714285714285,0.047619047619047616,0.047619047619047616,0,0,0,0
eatout,FALSE,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
eatout,FALSE,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
eatout,FALSE,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eatout,FALSE,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.25,0.125,0,0,0,0
eatout,FALSE,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
eatout,FALSE,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0
eatout,FALSE,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eatout,FALSE,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0.3333333333333333,0
eatout,FALSE,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
eatout,FALSE,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
eatout,FALSE,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eatout,FALSE,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0
eatout,FALSE,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
eatout,FALSE,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2
eatout,FALSE,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eatout,FALSE,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25
eatout,FALSE,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25
eatout,FALSE,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25
eatout,FALSE,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
eatout,FALSE,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
eatout,FALSE,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
eatout,FALSE,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
eatout,FALSE,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
eatout,FALSE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
eatout,FALSE,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
eatout,FALSE,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
eatout,FALSE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eatout,FALSE,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eatout,FALSE,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eatout,FALSE,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
social,FALSE,1,1,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
social,FALSE,1,2,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
social,FALSE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
social,FALSE,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0
social,FALSE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,2,2,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0
social,FALSE,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
social,FALSE,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0
social,FALSE,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,3,2,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0
social,FALSE,3,4,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0
social,FALSE,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,4,2,0,0,0,0.15151515151515152,0.09090909090909091,0,0.030303030303030304,0.09090909090909091,0,0.030303030303030304,0,0.09090909090909091,0.21212121212121213,0.06060606060606061,0.18181818181818182,0,0.030303030303030304,0.030303030303030304,0,0,0,0,0,0
social,FALSE,4,3,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0
social,FALSE,4,4,0,0,0,0,0,0,0,0,0.13333333333333333,0,0.06666666666666667,0,0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.06666666666666667,0,0,0.06666666666666667,0,0,0
social,FALSE,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,5,2,0,0,0,0,0.15789473684210525,0.03508771929824561,0.08771929824561403,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.08771929824561403,0.24561403508771928,0.08771929824561403,0.15789473684210525,0.03508771929824561,0,0,0,0,0,0,0,0
social,FALSE,5,3,0,0,0,0,0.038461538461538464,0.15384615384615385,0,0,0.038461538461538464,0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0
social,FALSE,5,4,0,0,0,0,0,0,0,0.05405405405405406,0,0,0,0.10810810810810811,0.05405405405405406,0.10810810810810811,0.13513513513513514,0.10810810810810811,0.13513513513513514,0.05405405405405406,0.05405405405405406,0.08108108108108109,0.02702702702702703,0,0.08108108108108109,0
social,FALSE,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,6,2,0,0,0,0,0,0.1590909090909091,0.22727272727272727,0,0.022727272727272728,0.045454545454545456,0,0.045454545454545456,0.20454545454545456,0.06818181818181818,0.22727272727272727,0,0,0,0,0,0,0,0,0
social,FALSE,6,3,0,0,0,0,0,0.047619047619047616,0.38095238095238093,0.047619047619047616,0.09523809523809523,0,0.09523809523809523,0.047619047619047616,0,0.14285714285714285,0,0.09523809523809523,0.047619047619047616,0,0,0,0,0,0,0
social,FALSE,6,4,0,0,0,0,0,0,0,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.12121212121212122,0,0.12121212121212122,0.030303030303030304,0.15151515151515152,0.12121212121212122,0.18181818181818182,0.030303030303030304,0,0.030303030303030304,0.030303030303030304,0,0,0
social,FALSE,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,7,2,0,0,0,0,0,0,0.25,0.3125,0,0.03125,0,0.03125,0.125,0.0625,0.09375,0,0.03125,0,0.03125,0.03125,0,0,0,0
social,FALSE,7,3,0,0,0,0,0,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0.18181818181818182,0.09090909090909091,0,0,0,0,0,0
social,FALSE,7,4,0,0,0,0,0,0,0,0,0.05128205128205128,0.1282051282051282,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.10256410256410256,0.10256410256410256,0.05128205128205128,0.1282051282051282,0,0.1282051282051282,0.02564102564102564,0.02564102564102564,0,0
social,FALSE,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,8,2,0,0,0,0,0,0,0,0.3333333333333333,0.2222222222222222,0.18518518518518517,0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0,0.037037037037037035,0,0.037037037037037035,0.037037037037037035,0,0,0,0,0
social,FALSE,8,3,0,0,0,0,0,0,0,0.4,0.2,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,8,4,0,0,0,0,0,0,0,0.1,0,0.15,0.2,0,0.05,0.05,0.15,0.05,0,0.15,0,0,0.1,0,0,0
social,FALSE,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,9,2,0,0,0,0,0,0,0,0,0.2962962962962963,0.37037037037037035,0.1111111111111111,0.07407407407407407,0,0.037037037037037035,0,0.07407407407407407,0,0.037037037037037035,0,0,0,0,0,0
social,FALSE,9,3,0,0,0,0,0,0,0,0,0.125,0.375,0.0625,0.125,0,0.0625,0.0625,0.125,0,0.0625,0,0,0,0,0,0
social,FALSE,9,4,0,0,0,0,0,0,0,0,0,0.2,0.13333333333333333,0.2,0,0.13333333333333333,0,0.06666666666666667,0.2,0,0,0,0,0.06666666666666667,0,0
social,FALSE,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,10,2,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.4444444444444444,0.16666666666666666,0,0.05555555555555555,0,0,0.05555555555555555,0,0,0,0,0,0,0
social,FALSE,10,3,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0,0,0,0
social,FALSE,10,4,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0,0
social,FALSE,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,11,2,0,0,0,0,0,0,0,0,0,0,0.3793103448275862,0.4482758620689655,0.06896551724137931,0.034482758620689655,0,0.06896551724137931,0,0,0,0,0,0,0,0
social,FALSE,11,3,0,0,0,0,0,0,0,0,0,0,0.17647058823529413,0.47058823529411764,0.17647058823529413,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0,0.058823529411764705,0,0
social,FALSE,11,4,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0,0,0
social,FALSE,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,12,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.55,0.05,0,0,0,0,0,0,0,0,0,0
social,FALSE,12,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0
social,FALSE,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0
social,FALSE,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
social,FALSE,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3793103448275862,0.5172413793103449,0.06896551724137931,0.034482758620689655,0,0,0,0,0,0,0,0
social,FALSE,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0,0,0,0
social,FALSE,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.3,0,0.2,0.2,0,0,0.1,0,0
social,FALSE,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
social,FALSE,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36666666666666664,0.36666666666666664,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0,0.03333333333333333,0.03333333333333333,0,0
social,FALSE,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0.16666666666666666,0,0,0
social,FALSE,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.2727272727272727,0,0.09090909090909091,0,0,0
social,FALSE,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
social,FALSE,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46153846153846156,0.3076923076923077,0.1794871794871795,0.02564102564102564,0.02564102564102564,0,0,0,0,0
social,FALSE,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.045454545454545456,0,0,0
social,FALSE,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0,0.14285714285714285,0,0,0,0
social,FALSE,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
